"guest",		false,	"folder1"
"guest",		false,	"folder1/."
"guest",		false,	"folder1/./././././."
"guest",		false,	"folder1/.."
"guest",		false,	"folder1/../././././././"
"guest",		false,	"folder1/../folder3"
"guest",		false,	"folder1/folder1"
"guest",		false,	"folder1/folder1/.."
"guest",		false,	"folder1/folder1/../folder2"
"guest",		false,	"folder1/folder1/../folder3"
"guest",		false,	"folder1/folder2"
"guest",		false,	"folder1/folder3"
"guest",		false,	"folder1/folder11"
"guest",		false, 	"folder1/folder1.txt"
"guest",		false,	"folder1/folder11.txt"
"guest",		false,	"folder1/folder11/test.txt"
"guest",		false,	"folder1/folder1/test.txt"
"guest",		false,	"folder1/folder1/test.test.txt"
"guest",		false,	"folder1/folder2/test.txt"
"guest",		false,	"folder1/folder2/test.test.txt"
"guest",		false,	"folder1/folder3/test.txt"
"guest",		false,	"folder1/folder3/test.test.txt"
"guest",		false,	"folder2"
"guest",		false,	"folder2/folder1"
"guest",		false,	"folder2/folder2"
"guest",		false,	"folder2/folder3"
"guest",		false,	"folder2/folder11"
"guest",		false, 	"folder2/folder1.txt"
"guest",		false,	"folder2/folder11.txt"
"guest",		false,	"folder2/folder11/test.txt"
"guest",		false,	"folder2/folder1/test.txt"
"guest",		false,	"folder2/folder1/test.test.txt"
"guest",		false,	"folder2/folder2/test.txt"
"guest",		false,	"folder2/folder2/test.test.txt"
"guest",		false,	"folder2/folder3/test.txt"
"guest",		false,	"folder2/folder3/test.test.txt"
"guest",		false,	"folder3"
"guest",		false,	"folder3/folder1"
"guest",		false,	"folder3/folder2"
"guest",		false,	"folder3/folder3"
"guest",		false,	"folder3/folder11"
"guest",		false, 	"folder3/folder1.txt"
"guest",		false,	"folder3/folder11.txt"
"guest",		false,	"folder3/folder11/test.txt"
"guest",		false,	"folder3/folder1/test.txt"
"guest",		false,	"folder3/folder1/test.test.txt"
"guest",		false,	"folder3/folder2/test.txt"
"guest",		false,	"folder3/folder2/test.test.txt"
"guest",		false,	"folder3/folder3/test.txt"
"guest",		false,	"folder3/folder3/test.test.txt"
"guest",		false,	"!@$%^&()_ =-[][{};',.`.txt"

"",			false,	"folder1"
"",			false,	"folder1/."
"",			false,	"folder1/./././././."
"",			false,	"folder1/.."
"",			false,	"folder1/../././././././"
"",			false,	"folder1/../folder3"
"",			false,	"folder1/folder1"
"",			false,	"folder1/folder1/.."
"",			false,	"folder1/folder1/../folder2"
"",			false,	"folder1/folder1/../folder3"
"",			false,	"folder1/folder2"
"",			false,	"folder1/folder3"
"",			false,	"folder1/folder11"
"",			false, 	"folder1/folder1.txt"
"",			false,	"folder1/folder11.txt"
"",			false,	"folder1/folder11/test.txt"
"",			false,	"folder1/folder1/test.txt"
"",			false,	"folder1/folder1/test.test.txt"
"",			false,	"folder1/folder2/test.txt"
"",			false,	"folder1/folder2/test.test.txt"
"",			false,	"folder1/folder3/test.txt"
"",			false,	"folder1/folder3/test.test.txt"
"",			false,	"folder2"
"",			false,	"folder2/folder1"
"",			false,	"folder2/folder2"
"",			false,	"folder2/folder3"
"",			false,	"folder2/folder11"
"",			false, 	"folder2/folder1.txt"
"",			false,	"folder2/folder11.txt"
"",			false,	"folder2/folder11/test.txt"
"",			false,	"folder2/folder1/test.txt"
"",			false,	"folder2/folder1/test.test.txt"
"",			false,	"folder2/folder2/test.txt"
"",			false,	"folder2/folder2/test.test.txt"
"",			false,	"folder2/folder3/test.txt"
"",			false,	"folder2/folder3/test.test.txt"
"",			false,	"folder3"
"",			false,	"folder3/folder1"
"",			false,	"folder3/folder2"
"",			false,	"folder3/folder3"
"",			false,	"folder3/folder11"
"",			false, 	"folder3/folder1.txt"
"",			false,	"folder3/folder11.txt"
"",			false,	"folder3/folder11/test.txt"
"",			false,	"folder3/folder1/test.txt"
"",			false,	"folder3/folder1/test.test.txt"
"",			false,	"folder3/folder2/test.txt"
"",			false,	"folder3/folder2/test.test.txt"
"",			false,	"folder3/folder3/test.txt"
"",			false,	"folder3/folder3/test.test.txt"
"",			false,	"!@$%^&()_ =-[][{};',.`.txt"

,			false,	"folder1"
,			false,	"folder1/."
,			false,	"folder1/./././././."
,			false,	"folder1/.."
,			false,	"folder1/../././././././"
,			false,	"folder1/../folder3"
,			false,	"folder1/folder1"
,			false,	"folder1/folder1/.."
,			false,	"folder1/folder1/../folder2"
,			false,	"folder1/folder1/../folder3"
,			false,	"folder1/folder2"
,			false,	"folder1/folder3"
,			false,	"folder1/folder11"
,			false, 	"folder1/folder1.txt"
,			false,	"folder1/folder11.txt"
,			false,	"folder1/folder11/test.txt"
,			false,	"folder1/folder1/test.txt"
,			false,	"folder1/folder1/test.test.txt"
